compound_id,standardized_inchikey,normalized_label,murcko_scaffold,group_key,fold_id
CMP:HOEFWOBLOGZQIQ-UHFFFAOYSA-N,HOEFWOBLOGZQIQ-UHFFFAOYSA-N,1,S=C(SN1CCOCC1)N1CCOCC1,CMP:HOEFWOBLOGZQIQ-UHFFFAOYSA-N,4
CMP:HPDHKHMHQGCNPE-QLJRNOHWSA-N,HPDHKHMHQGCNPE-QLJRNOHWSA-N,1,C=C1CCCC(=O)OCC2=CCNCCC(OC1=O)C2=O,CMP:HPDHKHMHQGCNPE-QLJRNOHWSA-N,1
CMP:HPFHYRNETZEPIV-UHFFFAOYSA-N,HPFHYRNETZEPIV-UHFFFAOYSA-N,0,S=C(SSSSSSC(=S)N1CCCCC1)N1CCCCC1,CMP:HPFHYRNETZEPIV-UHFFFAOYSA-N,1
CMP:HQHACWYQWDKBOZ-UHFFFAOYSA-N,HQHACWYQWDKBOZ-UHFFFAOYSA-N,1,C1CCCCCCNCCCCC1,CMP:HQHACWYQWDKBOZ-UHFFFAOYSA-N,3
CMP:HQUQLFOMPYWACS-UHFFFAOYSA-N,HQUQLFOMPYWACS-UHFFFAOYSA-N,1,,CMP:HQUQLFOMPYWACS-UHFFFAOYSA-N,2
CMP:HRPVXLWXLXDGHG-UHFFFAOYSA-N,HRPVXLWXLXDGHG-UHFFFAOYSA-N,1,,CMP:HRPVXLWXLXDGHG-UHFFFAOYSA-N,4
CMP:HRYZWHHZPQKTII-UHFFFAOYSA-N,HRYZWHHZPQKTII-UHFFFAOYSA-N,1,,CMP:HRYZWHHZPQKTII-UHFFFAOYSA-N,1
CMP:HSXKWKJCZNRMJO-UHFFFAOYSA-N,HSXKWKJCZNRMJO-UHFFFAOYSA-N,0,c1ccoc1,CMP:BAOXJBYPTRZNSH-XBXARRHUSA-N,4
CMP:HTRVALPKPVGOSZ-UHFFFAOYSA-N,HTRVALPKPVGOSZ-UHFFFAOYSA-N,1,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:HTWGDSKVENTDTB-UHFFFAOYSA-N,HTWGDSKVENTDTB-UHFFFAOYSA-N,1,c1ncc2nc[nH]c2n1,CMP:CKOMXBHMKXXTNW-UHFFFAOYSA-N,2
CMP:HUMNYLRZRPPJDN-UHFFFAOYSA-N,HUMNYLRZRPPJDN-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:HWGBHCRJGXAGEU-UHFFFAOYSA-N,HWGBHCRJGXAGEU-UHFFFAOYSA-N,1,O=c1cc[nH]c(=S)[nH]1,CMP:HWGBHCRJGXAGEU-UHFFFAOYSA-N,3
CMP:HXIQYSLFEXIOAV-UHFFFAOYSA-N,HXIQYSLFEXIOAV-UHFFFAOYSA-N,0,c1ccc(Sc2ccccc2)cc1,CMP:HXIQYSLFEXIOAV-UHFFFAOYSA-N,2
CMP:HXKCUQDTMDYZJD-UHFFFAOYSA-N,HXKCUQDTMDYZJD-UHFFFAOYSA-N,0,,CMP:HXKCUQDTMDYZJD-UHFFFAOYSA-N,2
CMP:IAKOZHOLGAGEJT-UHFFFAOYSA-N,IAKOZHOLGAGEJT-UHFFFAOYSA-N,0,c1ccc(Cc2ccccc2)cc1,CMP:ACGUYXCXAPNIKK-UHFFFAOYSA-N,4
CMP:IAOZJIPTCAWIRG-QWRGUYRKSA-N,IAOZJIPTCAWIRG-QWRGUYRKSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:IAYPIBMASNFSPL-UHFFFAOYSA-N,IAYPIBMASNFSPL-UHFFFAOYSA-N,1,C1CO1,CMP:CTKINSOISVBQLD-UHFFFAOYSA-N,1
CMP:IBOFVQJTBBUKMU-UHFFFAOYSA-N,IBOFVQJTBBUKMU-UHFFFAOYSA-N,1,c1ccc(Cc2ccccc2)cc1,CMP:ACGUYXCXAPNIKK-UHFFFAOYSA-N,4
CMP:IBXPYPUJPLLOIN-UHFFFAOYSA-N,IBXPYPUJPLLOIN-UHFFFAOYSA-N,1,c1c[nH]cn1,CMP:AQIXAKUUQRKLND-UHFFFAOYSA-N,2
CMP:ICMGLRUYEQNHPF-UHFFFAOYSA-N,ICMGLRUYEQNHPF-UHFFFAOYSA-N,0,O=c1cc(NCCCN2CCN(c3ccccc3)CC2)[nH]c(=O)[nH]1,CMP:ICMGLRUYEQNHPF-UHFFFAOYSA-N,3
CMP:ICNFHJVPAJKPHW-UHFFFAOYSA-N,ICNFHJVPAJKPHW-UHFFFAOYSA-N,1,c1ccc(Sc2ccccc2)cc1,CMP:HXIQYSLFEXIOAV-UHFFFAOYSA-N,2
CMP:IDFLGSYEBJNWMK-UHFFFAOYSA-N,IDFLGSYEBJNWMK-UHFFFAOYSA-N,1,,CMP:IDFLGSYEBJNWMK-UHFFFAOYSA-N,2
CMP:IDIMIWQPUHURPV-WTWIWYCDSA-N,IDIMIWQPUHURPV-WTWIWYCDSA-N,1,C=C1CCCC(=O)OCC2=CC[NH+]3CCC(OC1=O)C23,CMP:IDIMIWQPUHURPV-WTWIWYCDSA-N,4
CMP:IEPRKVQEAMIZSS-WAYWQWQTSA-N,IEPRKVQEAMIZSS-WAYWQWQTSA-N,0,,CMP:IEPRKVQEAMIZSS-WAYWQWQTSA-N,4
CMP:IFXSWTIWFGIXQO-AOOOYVTPSA-N,IFXSWTIWFGIXQO-AOOOYVTPSA-N,1,O=S(=O)(c1ccccc1)N1CCCCC1,CMP:IFXSWTIWFGIXQO-AOOOYVTPSA-N,1
CMP:IHTUGUQGWPOOJG-SOFGYWHQSA-N,IHTUGUQGWPOOJG-SOFGYWHQSA-N,1,,CMP:IHTUGUQGWPOOJG-SOFGYWHQSA-N,3
CMP:IISBACLAFKSPIT-UHFFFAOYSA-N,IISBACLAFKSPIT-UHFFFAOYSA-N,0,c1ccc(Cc2ccccc2)cc1,CMP:ACGUYXCXAPNIKK-UHFFFAOYSA-N,4
CMP:IJOCQJGYYDLLAT-UHFFFAOYSA-N,IJOCQJGYYDLLAT-UHFFFAOYSA-N,1,C(=Cc1ccnc2ccccc12)c1ccccc1,CMP:IJOCQJGYYDLLAT-UHFFFAOYSA-N,2
CMP:IKGXIBQEEMLURG-NVPNHPEKSA-N,IKGXIBQEEMLURG-NVPNHPEKSA-N,0,O=c1c(OC2CCCC(COC3CCCCO3)O2)c(-c2ccccc2)oc2ccccc12,CMP:IKGXIBQEEMLURG-NVPNHPEKSA-N,1
CMP:IKHGUXGNUITLKF-UHFFFAOYSA-N,IKHGUXGNUITLKF-UHFFFAOYSA-N,1,,CMP:IKHGUXGNUITLKF-UHFFFAOYSA-N,4
CMP:ILGJVPVZCNNBKI-UHFFFAOYSA-N,ILGJVPVZCNNBKI-UHFFFAOYSA-N,0,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:IMACFCSSMIZSPP-UHFFFAOYSA-N,IMACFCSSMIZSPP-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:IMHBYKMAHXWHRP-UHFFFAOYSA-N,IMHBYKMAHXWHRP-UHFFFAOYSA-N,0,c1ccc(Nc2ncncn2)cc1,CMP:IMHBYKMAHXWHRP-UHFFFAOYSA-N,2
CMP:IMSSROKUHAOUJS-MJCUULBUSA-N,IMSSROKUHAOUJS-MJCUULBUSA-N,0,c1ccc2c(c1)CCC1C2CCC2CCCC21,CMP:BFPYWIDHMRZLRN-SLHNCBLASA-N,4
CMP:INLLPKCGLOXCIV-UHFFFAOYSA-N,INLLPKCGLOXCIV-UHFFFAOYSA-N,1,,CMP:INLLPKCGLOXCIV-UHFFFAOYSA-N,1
CMP:IOEPXYJOHIZYGQ-UHFFFAOYSA-N,IOEPXYJOHIZYGQ-UHFFFAOYSA-N,0,c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1S2,CMP:IOEPXYJOHIZYGQ-UHFFFAOYSA-N,3
CMP:IOOMXAQUNPWDLL-UHFFFAOYSA-N,IOOMXAQUNPWDLL-UHFFFAOYSA-N,0,[N+]=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1,CMP:IOOMXAQUNPWDLL-UHFFFAOYSA-N,4
CMP:IPEHBUMCGVEMRF-UHFFFAOYSA-N,IPEHBUMCGVEMRF-UHFFFAOYSA-N,0,c1cnccn1,CMP:IPEHBUMCGVEMRF-UHFFFAOYSA-N,1
CMP:IRIAEXORFWYRCZ-UHFFFAOYSA-N,IRIAEXORFWYRCZ-UHFFFAOYSA-N,0,O=C(OCc1ccccc1)c1ccccc1,CMP:IRIAEXORFWYRCZ-UHFFFAOYSA-N,2
CMP:ISAKRJDGNUQOIC-UHFFFAOYSA-N,ISAKRJDGNUQOIC-UHFFFAOYSA-N,1,O=c1cc[nH]c(=O)[nH]1,CMP:GHASVSINZRGABV-UHFFFAOYSA-N,3
CMP:ISAOCJYIOMOJEB-UHFFFAOYSA-N,ISAOCJYIOMOJEB-UHFFFAOYSA-N,0,O=C(Cc1ccccc1)c1ccccc1,CMP:ISAOCJYIOMOJEB-UHFFFAOYSA-N,3
CMP:ISWSIDIOOBJBQZ-UHFFFAOYSA-N,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:IVEXWRHLJIZLHF-UHFFFAOYSA-N,IVEXWRHLJIZLHF-UHFFFAOYSA-N,1,,CMP:IVEXWRHLJIZLHF-UHFFFAOYSA-N,3
CMP:IWWWBRIIGAXLCJ-UHFFFAOYSA-N,IWWWBRIIGAXLCJ-UHFFFAOYSA-N,0,N=c1ccc2c(-c3ccccc3)c3ccccc3oc-2c1,CMP:IWWWBRIIGAXLCJ-UHFFFAOYSA-N,4
CMP:IWYRWIUNAVNFPE-UHFFFAOYSA-N,IWYRWIUNAVNFPE-UHFFFAOYSA-N,0,C1CO1,CMP:CTKINSOISVBQLD-UHFFFAOYSA-N,1
CMP:IXORZMNAPKEEDV-OBDJNFEBSA-N,IXORZMNAPKEEDV-OBDJNFEBSA-N,0,C=C1CC23CC1CCC2C12C=CCC(C(=O)O1)C2C3,CMP:IXORZMNAPKEEDV-OBDJNFEBSA-N,1
CMP:IYRMWMYZSQPJKC-UHFFFAOYSA-N,IYRMWMYZSQPJKC-UHFFFAOYSA-N,0,O=c1cc(-c2ccccc2)oc2ccccc12,CMP:IYRMWMYZSQPJKC-UHFFFAOYSA-N,2
CMP:IZJDOKYDEWTZSO-UHFFFAOYSA-N,IZJDOKYDEWTZSO-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:IZPWYVQTUVBMCO-UHFFFAOYSA-N,IZPWYVQTUVBMCO-UHFFFAOYSA-N,1,c1ccc2cc(N=Nc3ccc(-c4ccc(N=Nc5ccc6ccccc6c5)cc4)cc3)ccc2c1,CMP:IZPWYVQTUVBMCO-UHFFFAOYSA-N,1
CMP:JBKVHLHDHHXQEQ-UHFFFAOYSA-N,JBKVHLHDHHXQEQ-UHFFFAOYSA-N,0,O=C1CCCCCN1,CMP:JBKVHLHDHHXQEQ-UHFFFAOYSA-N,3
CMP:JCKYGMPEJWAADB-UHFFFAOYSA-N,JCKYGMPEJWAADB-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:JCYPECIVGRXBMO-FOCLMDBBSA-N,JCYPECIVGRXBMO-FOCLMDBBSA-N,1,c1ccc(N=Nc2ccccc2)cc1,CMP:JCYPECIVGRXBMO-FOCLMDBBSA-N,3
CMP:JFIOVJDNOJYLKP-UHFFFAOYSA-N,JFIOVJDNOJYLKP-UHFFFAOYSA-N,0,c1ccc(Sc2ccccc2)cc1,CMP:HXIQYSLFEXIOAV-UHFFFAOYSA-N,2
CMP:JIGUQPWFLRLWPJ-UHFFFAOYSA-N,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,0,,CMP:JIGUQPWFLRLWPJ-UHFFFAOYSA-N,4
CMP:JIWAGFGPBKDFQN-UHFFFAOYSA-N,JIWAGFGPBKDFQN-UHFFFAOYSA-N,1,C1CNCCN1,CMP:CVTIZMOISGMZRJ-UHFFFAOYSA-N,4
CMP:JJNZXLAFIPKXIG-UHFFFAOYSA-N,JJNZXLAFIPKXIG-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:JLBJTVDPSNHSKJ-UHFFFAOYSA-N,JLBJTVDPSNHSKJ-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:JLPULHDHAOZNQI-ZTIMHPMXSA-N,JLPULHDHAOZNQI-ZTIMHPMXSA-N,0,,CMP:JLPULHDHAOZNQI-ZTIMHPMXSA-N,1
CMP:JLRGJRBPOGGCBT-UHFFFAOYSA-N,JLRGJRBPOGGCBT-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:JLTDJTHDQAWBAV-UHFFFAOYSA-N,JLTDJTHDQAWBAV-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:JLYXXMFPNIAWKQ-UHFFFAOYSA-N,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,0,C1CCCCC1,CMP:FZNCGRZWXLXZSZ-CIQUZCHMSA-N,3
CMP:JMEVHYCNAPFOAB-UHFFFAOYSA-N,JMEVHYCNAPFOAB-UHFFFAOYSA-N,0,O=C1C(c2cc3ccccc3[nH]2)=Nc2ccccc21,CMP:JMEVHYCNAPFOAB-UHFFFAOYSA-N,2
CMP:JNTNNUXPPZAEFD-UHFFFAOYSA-N,JNTNNUXPPZAEFD-UHFFFAOYSA-N,1,,CMP:JNTNNUXPPZAEFD-UHFFFAOYSA-N,2
CMP:JNVGBRQYZHTBTP-UHFFFAOYSA-N,JNVGBRQYZHTBTP-UHFFFAOYSA-N,0,c1ccc(N=Nc2ccccc2)cc1,CMP:JCYPECIVGRXBMO-FOCLMDBBSA-N,3
CMP:JOATXPAWOHTVSZ-UHFFFAOYSA-N,JOATXPAWOHTVSZ-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:JORMZLCKCZMVJM-UHFFFAOYSA-N,JORMZLCKCZMVJM-UHFFFAOYSA-N,1,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:JOYRKODLDBILNP-UHFFFAOYSA-N,JOYRKODLDBILNP-UHFFFAOYSA-N,1,,CMP:JOYRKODLDBILNP-UHFFFAOYSA-N,4
CMP:JPBFRFFNPXMVOJ-SNAWJCMRSA-N,JPBFRFFNPXMVOJ-SNAWJCMRSA-N,1,,CMP:JPBFRFFNPXMVOJ-SNAWJCMRSA-N,1
CMP:JPGQOUSTVILISH-UHFFFAOYSA-N,JPGQOUSTVILISH-UHFFFAOYSA-N,0,,CMP:JPGQOUSTVILISH-UHFFFAOYSA-N,3
CMP:JQPBCNVLZQUNCT-UHFFFAOYSA-N,JQPBCNVLZQUNCT-UHFFFAOYSA-N,1,,CMP:JQPBCNVLZQUNCT-UHFFFAOYSA-N,3
CMP:JQUKCPUPFALELS-UHFFFAOYSA-N,JQUKCPUPFALELS-UHFFFAOYSA-N,1,c1ccc(-c2nc3ccncc3[nH]2)cc1,CMP:JQUKCPUPFALELS-UHFFFAOYSA-N,0
CMP:JQXXHWHPUNPDRT-ISGDJQTPSA-N,JQXXHWHPUNPDRT-ISGDJQTPSA-N,0,O=C1C=CC=CCCCCCCCCC=COC2Oc3ccc4cc(c(C=NN5CCNCC5)cc4c3C2=O)N1,CMP:JQXXHWHPUNPDRT-ISGDJQTPSA-N,4
CMP:JRLTTZUODKEYDH-UHFFFAOYSA-N,JRLTTZUODKEYDH-UHFFFAOYSA-N,0,c1ccc2ncccc2c1,CMP:JRLTTZUODKEYDH-UHFFFAOYSA-N,1
CMP:JSFUMBWFPQSADC-UHFFFAOYSA-N,JSFUMBWFPQSADC-UHFFFAOYSA-N,1,O=C1c2ccccc2C(=O)c2ccccc21,CMP:BTLXPCBPYBNQNR-UHFFFAOYSA-N,4
CMP:JSPJZBZNGPDBLH-UHFFFAOYSA-N,JSPJZBZNGPDBLH-UHFFFAOYSA-N,1,C1CNCNC1,CMP:JSPJZBZNGPDBLH-UHFFFAOYSA-N,2
CMP:JSZOAYXJRCEYSX-UHFFFAOYSA-N,JSZOAYXJRCEYSX-UHFFFAOYSA-N,0,,CMP:JSZOAYXJRCEYSX-UHFFFAOYSA-N,1
CMP:JTIGKVIOEQASGT-UHFFFAOYSA-N,JTIGKVIOEQASGT-UHFFFAOYSA-N,0,O=c1nc(-c2ccccc2)c2ccccc2[nH]1,CMP:HGZHAINHFBFXIU-UHFFFAOYSA-N,4
CMP:JUJWROOIHBZHMG-UHFFFAOYSA-N,JUJWROOIHBZHMG-UHFFFAOYSA-N,1,c1ccncc1,CMP:CNXCLASNZDZCBC-UHFFFAOYSA-N,2
CMP:JUVIOZPCNVVQFO-HBGVWJBISA-N,JUVIOZPCNVVQFO-HBGVWJBISA-N,0,O=C1c2ccc3c(c2OC2COc4ccccc4C12)CCO3,CMP:JUVIOZPCNVVQFO-HBGVWJBISA-N,2
CMP:JUZXDNPBRPUIOR-UHFFFAOYSA-N,JUZXDNPBRPUIOR-UHFFFAOYSA-N,0,,CMP:JUZXDNPBRPUIOR-UHFFFAOYSA-N,3
CMP:JWFMCQPAQYKFDP-UHFFFAOYSA-N,JWFMCQPAQYKFDP-UHFFFAOYSA-N,1,,CMP:JWFMCQPAQYKFDP-UHFFFAOYSA-N,4
CMP:JWOWJQPAYGEFFK-UHFFFAOYSA-N,JWOWJQPAYGEFFK-UHFFFAOYSA-N,1,,CMP:JWOWJQPAYGEFFK-UHFFFAOYSA-N,1
CMP:JXDKCTHGAOIBAD-UHFFFAOYSA-N,JXDKCTHGAOIBAD-UHFFFAOYSA-N,0,O=C1CCc2c1c1ccccc1oc2=O,CMP:JXDKCTHGAOIBAD-UHFFFAOYSA-N,4
CMP:JXLYSJRDGCGARV-CFWMRBGOSA-N,JXLYSJRDGCGARV-CFWMRBGOSA-N,0,C1=CC2CCC3Nc4ccc(C5CC6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4C34CCN(C1)C24,CMP:JXLYSJRDGCGARV-CFWMRBGOSA-N,1
CMP:JXSJBGJIGXNWCI-UHFFFAOYSA-N,JXSJBGJIGXNWCI-UHFFFAOYSA-N,0,,CMP:JXSJBGJIGXNWCI-UHFFFAOYSA-N,2
CMP:JXTHNDFMNIQAHM-UHFFFAOYSA-N,JXTHNDFMNIQAHM-UHFFFAOYSA-N,1,,CMP:JXTHNDFMNIQAHM-UHFFFAOYSA-N,3
CMP:JYCWIWQCLCVCDK-UHFFFAOYSA-N,JYCWIWQCLCVCDK-UHFFFAOYSA-N,1,O=c1[nH]cc[nH]1,CMP:JYCWIWQCLCVCDK-UHFFFAOYSA-N,1
CMP:JYGXADMDTFJGBT-VWUMJDOOSA-N,JYGXADMDTFJGBT-VWUMJDOOSA-N,0,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,CMP:JYGXADMDTFJGBT-VWUMJDOOSA-N,3
CMP:JZHGRUMIRATHIU-UHFFFAOYSA-N,JZHGRUMIRATHIU-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:JZUFKLXOESDKRF-UHFFFAOYSA-N,JZUFKLXOESDKRF-UHFFFAOYSA-N,0,O=S1(=O)NCNc2ccccc21,CMP:JZUFKLXOESDKRF-UHFFFAOYSA-N,4
CMP:KAJICSGLHKRDLN-UHFFFAOYSA-N,KAJICSGLHKRDLN-UHFFFAOYSA-N,0,S=C(NC1CCCCC1)NC1CCCCC1,CMP:KAJICSGLHKRDLN-UHFFFAOYSA-N,1
CMP:KAKZBPTYRLMSJV-UHFFFAOYSA-N,KAKZBPTYRLMSJV-UHFFFAOYSA-N,1,,CMP:KAKZBPTYRLMSJV-UHFFFAOYSA-N,0
CMP:KCOYHFNCTWXETP-UHFFFAOYSA-N,KCOYHFNCTWXETP-UHFFFAOYSA-N,0,,CMP:KCOYHFNCTWXETP-UHFFFAOYSA-N,2
CMP:KCXMKQUNVWSEMD-UHFFFAOYSA-N,KCXMKQUNVWSEMD-UHFFFAOYSA-N,1,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:KCXVZYZYPLLWCC-UHFFFAOYSA-N,KCXVZYZYPLLWCC-UHFFFAOYSA-N,0,,CMP:KCXVZYZYPLLWCC-UHFFFAOYSA-N,3
CMP:KDYFGRWQOYBRFD-UHFFFAOYSA-N,KDYFGRWQOYBRFD-UHFFFAOYSA-N,0,,CMP:KDYFGRWQOYBRFD-UHFFFAOYSA-N,4
CMP:KDYQVUUCWUPJGE-UHFFFAOYSA-N,KDYQVUUCWUPJGE-UHFFFAOYSA-N,0,c1ccc(CC(c2ccccc2)c2ccccc2)cc1,CMP:KDYQVUUCWUPJGE-UHFFFAOYSA-N,1
CMP:KEQFTVQCIQJIQW-UHFFFAOYSA-N,KEQFTVQCIQJIQW-UHFFFAOYSA-N,0,c1ccc(Nc2ccc3ccccc3c2)cc1,CMP:KEQFTVQCIQJIQW-UHFFFAOYSA-N,2
CMP:KEYWXKLGZZGHMT-UHFFFAOYSA-N,KEYWXKLGZZGHMT-UHFFFAOYSA-N,0,c1ccc(N=Nc2cccc3ccccc23)cc1,CMP:KEYWXKLGZZGHMT-UHFFFAOYSA-N,1
CMP:KFDNXHKRTQRVGV-UHFFFAOYSA-N,KFDNXHKRTQRVGV-UHFFFAOYSA-N,1,C1C2C3C4CC5C3C1C5C24,CMP:GVYLCNUFSHDAAW-UHFFFAOYSA-N,3
CMP:KFZMGEQAYNKOFK-UHFFFAOYSA-N,KFZMGEQAYNKOFK-UHFFFAOYSA-N,0,,CMP:KFZMGEQAYNKOFK-UHFFFAOYSA-N,3
CMP:KGRVJHAUYBGFFP-UHFFFAOYSA-N,KGRVJHAUYBGFFP-UHFFFAOYSA-N,0,c1ccc(Cc2ccccc2)cc1,CMP:ACGUYXCXAPNIKK-UHFFFAOYSA-N,4
CMP:KGVQFUIYBAPYSK-UHFFFAOYSA-N,KGVQFUIYBAPYSK-UHFFFAOYSA-N,1,c1coc(-c2nncs2)c1,CMP:KGVQFUIYBAPYSK-UHFFFAOYSA-N,2
CMP:KIUHZRUPPGAVPY-UHFFFAOYSA-N,KIUHZRUPPGAVPY-UHFFFAOYSA-N,1,C1=CCNCC1,CMP:KIUHZRUPPGAVPY-UHFFFAOYSA-N,2
CMP:KIZIRROTJQVUGJ-UHFFFAOYSA-N,KIZIRROTJQVUGJ-UHFFFAOYSA-N,1,c1ccc2cc(N=Nc3ccc(-c4ccc(N=Nc5ccc6ccccc6c5)cc4)cc3)ccc2c1,CMP:IZPWYVQTUVBMCO-UHFFFAOYSA-N,1
CMP:KJPRLNWUNMBNBZ-QPJJXVBHSA-N,KJPRLNWUNMBNBZ-QPJJXVBHSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:KNKRKFALVUDBJE-UHFFFAOYSA-N,KNKRKFALVUDBJE-UHFFFAOYSA-N,0,,CMP:KNKRKFALVUDBJE-UHFFFAOYSA-N,4
CMP:KNRMJISYMHRPTH-UHFFFAOYSA-N,KNRMJISYMHRPTH-UHFFFAOYSA-N,1,c1coc(-c2cscn2)c1,CMP:DUWYZHLZDVCZIO-UHFFFAOYSA-N,3
CMP:KOURBVJNDMXAMA-UHFFFAOYSA-N,KOURBVJNDMXAMA-UHFFFAOYSA-N,1,c1coc(-c2ncon2)c1,CMP:KOURBVJNDMXAMA-UHFFFAOYSA-N,4
CMP:KPSRODZRAIWAKH-UHFFFAOYSA-N,KPSRODZRAIWAKH-UHFFFAOYSA-N,1,c1ccc(C2CC2)cc1,CMP:KPSRODZRAIWAKH-UHFFFAOYSA-N,1
CMP:KQIKKETXZQDHGE-UHFFFAOYSA-N,KQIKKETXZQDHGE-UHFFFAOYSA-N,0,c1ccc(N=Nc2ccccc2)cc1,CMP:JCYPECIVGRXBMO-FOCLMDBBSA-N,3
CMP:KRKNYBCHXYNGOX-UHFFFAOYSA-N,KRKNYBCHXYNGOX-UHFFFAOYSA-N,0,,CMP:KRKNYBCHXYNGOX-UHFFFAOYSA-N,1
CMP:KSKPFCYLLBRSBQ-UHFFFAOYSA-N,KSKPFCYLLBRSBQ-UHFFFAOYSA-N,0,,CMP:KSKPFCYLLBRSBQ-UHFFFAOYSA-N,2
CMP:KSSLUCNXTYSFDY-WUKNDPDISA-N,KSSLUCNXTYSFDY-WUKNDPDISA-N,1,c1ccc(N=Nc2cc[nH+]cc2)cc1,CMP:KSSLUCNXTYSFDY-WUKNDPDISA-N,3
CMP:KTTAHABZUYACCH-UHFFFAOYSA-N,KTTAHABZUYACCH-UHFFFAOYSA-N,1,,CMP:KTTAHABZUYACCH-UHFFFAOYSA-N,0
CMP:KTXUOWUHFLBZPW-UHFFFAOYSA-N,KTXUOWUHFLBZPW-UHFFFAOYSA-N,1,c1ccc(-c2ccccc2)cc1,CMP:AUGNBQPSMWGAJE-UHFFFAOYSA-N,1
CMP:KUAZQDVKQLNFPE-UHFFFAOYSA-N,KUAZQDVKQLNFPE-UHFFFAOYSA-N,0,,CMP:KUAZQDVKQLNFPE-UHFFFAOYSA-N,3
CMP:KUXGUCNZFCVULO-UHFFFAOYSA-N,KUXGUCNZFCVULO-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:KWISWUFGPUHDRY-UHFFFAOYSA-N,KWISWUFGPUHDRY-UHFFFAOYSA-N,1,,CMP:KWISWUFGPUHDRY-UHFFFAOYSA-N,2
CMP:KXPLUKKFTHWPIA-UHFFFAOYSA-N,KXPLUKKFTHWPIA-UHFFFAOYSA-N,0,c1coc(-c2cscn2)c1,CMP:DUWYZHLZDVCZIO-UHFFFAOYSA-N,3
CMP:KYGZCKSPAKDVKC-UHFFFAOYSA-N,KYGZCKSPAKDVKC-UHFFFAOYSA-N,1,O=c1cc[nH]c2cc3c(cc12)OCO3,CMP:KYGZCKSPAKDVKC-UHFFFAOYSA-N,4
CMP:KZAUOCCYDRDERY-UHFFFAOYSA-N,KZAUOCCYDRDERY-UHFFFAOYSA-N,0,,CMP:KZAUOCCYDRDERY-UHFFFAOYSA-N,4
CMP:KZQYIMCESJLPQH-UHFFFAOYSA-N,KZQYIMCESJLPQH-UHFFFAOYSA-N,0,O=c1cc[nH]n1-c1ccccc1,CMP:KZQYIMCESJLPQH-UHFFFAOYSA-N,2
CMP:LCCNCVORNKJIRZ-UHFFFAOYSA-N,LCCNCVORNKJIRZ-UHFFFAOYSA-N,0,c1ccccc1,CMP:AMTRFSFECFPSHF-UHFFFAOYSA-N,0
CMP:LDKGEUAGEISBIX-UHFFFAOYSA-N,LDKGEUAGEISBIX-UHFFFAOYSA-N,1,,CMP:LDKGEUAGEISBIX-UHFFFAOYSA-N,1
CMP:LDLCZOVUSADOIV-UHFFFAOYSA-N,LDLCZOVUSADOIV-UHFFFAOYSA-N,1,,CMP:LDLCZOVUSADOIV-UHFFFAOYSA-N,3
