compound_id,dataset_role,record_count,record_keys_json,source_labels_json,clear_positive_count,clear_negative_count,nonbinary_count,discordant_nonclear_count,has_discordant_nonclear_evidence,exact_duplicate_class
CMP:RDXLYGJSWZYTFJ-UHFFFAOYSA-N,external,2,"[""REC:9a0fe723a4f69369781d8939f18ad39da6f74603022c274f016b4ee31c19aadf"",""REC:f9d4b9ed113fbb942be5c96111a82184ec4bb91a1f71c4d8e0915f51984af266""]","[""POSITIVE""]",2,0,0,0,false,multiple_clear_same_label
CMP:RDYMFSUJUZBWLH-AZVNHNRSSA-N,external,2,"[""REC:42c09f33c2f4696d8f96625e8e7f1e8659c3a06156b068a995133c447eaaa061"",""REC:dd58624e8b4710eee3b030afebbb516fd13c46a3a74f3983901ba83a11bc39db""]",[],0,0,2,0,false,multiple_nonbinary_only
CMP:RDYMFSUJUZBWLH-UHFFFAOYSA-N,development,33,"[""REC:0cd40afa2792e91a80c7217920f7a34c0176ad8de7e0c22d43363f67ede09e25"",""REC:167f6d5010dbbbc9ade8512c6acd9f15a22ecf2c69a9da9920a5fbfbaaf72b2e"",""REC:1867a48c3cf17640354acf0c115c415b16a49689d76b87f1f2ae67c2c332e4de"",""REC:1cfe25e19f48aebbb249a116e84a8b46ad7183f35ea59cedbee5d9d806783d0b"",""REC:269b0106f7effe068f2cf16571cd4e84c0ecebec1b47e109b76668d44d1e139f"",""REC:2d027b6814ce3d7d88a968c173c6be7a4546663712784a3e7cedad832be18a5e"",""REC:341f891652674262843f766af75a72f2b93250e98d453ad038b91303945bb9ac"",""REC:34ce7fe76f6fe25ac4710759fe2cdeacbe0a385af843a395060668629d9d66c0"",""REC:3c4dcb092846a5e567400adebea4a2cd4f1a5698e4ab2f25aacef82b27d5b359"",""REC:3ece89ee86ba33557293f40bd48cdba8583d23b8b204e8c37804796a0b847bd7"",""REC:3f939a51af1758b7edb3a22de239dece054ba089db2035456ed09a7548f0136e"",""REC:45525f9761c667919b85bea9df6827cb77ebaadbb76d95b68dc609c89e593eb4"",""REC:46eb00b09746986b4ff14bfc27b20e9776ebe9d87226a5c3b11345b6ddaedcce"",""REC:538bd9c9995d132f3d9044fd85dff61893c8da72e2e015ee412b5822b022fa96"",""REC:54a6417e1ca74300f59a4b922d1efaddc228496dab80fcee4026980c8bd8ba25"",""REC:5932500fbc0968ed08d216d51c0467c11c03d7abe2f3936011ed3a03314e3ffa"",""REC:5d2be5f340221173d30f7e0811f8bbed13cbcc7671d352c86a6fd1f813958a98"",""REC:7c2fe80c6182074a9ea0200ce568fa3543c39e53c64576e48e1acd4009da9200"",""REC:7c9ed2187c66b394dcc7c124c976a06ef7ad007bcadca447ffb47f185a665154"",""REC:8980827ef7e13fb102d4b9c2ec54bf97fc3197f9bc5031a2f5448b8111564d7b"",""REC:8e4e414dab3841049e6886c375b75be947b2004d25158c32184e898e92f41519"",""REC:90fe3cc7fe51809623c3bbc5e2fcb76ebf379ab0f84cb074868b71ae708ba0d7"",""REC:92e1fedd43e0ca448e41186605977c584a300e7e25ed183ef0e224a7fb9ace24"",""REC:9b9dace2d58fb871c3eed22c3ec1462478db808b898e3e1d1428243efbb2de27"",""REC:a0c0b37a1b853c387a57ca294745750f92b6dde50fba75851a3ba3aac2152a06"",""REC:a4c3b5ac7a1e3b759afb4eadc2d64043ac6ac0d2d7573fe52bf7e955c6fea88a"",""REC:b29b73b7f37010dccf0efa2be1cbf1c27bef9155174a423e6949aec9e147e879"",""REC:bbfd3e904b06c6b4cea68c08e8fdea96863648fbae48e9c374e220f27b3287e9"",""REC:be809d7dd53290b9acaea95a39cde5a743367157e83074ef5dba4e2454e39f33"",""REC:c03c8f048ec54c005e240f487c847cffbac0e148cdc822c7849878dd3f8d63f7"",""REC:d4d70cfb6cd49ca19711fc4ff04c4fc1d22f215fd45dfaa8dce089ff32a32d6e"",""REC:dc60619761f586000a2260ec5f2e9430fe3172a1e7b89295e45224342ab995eb"",""REC:fe0c55262d3e01f50cfbe71e8b6394c3b98b2db0baa89bd1e62439203559ec58""]","[""-"",""0""]",0,24,9,0,false,multiple_clear_with_nonbinary
CMP:RDYMFSUJUZBWLH-UHFFFAOYSA-N,external,10,"[""REC:01bf222b79d8dcc5281163c9a182f256945e062440cc2a607690666373f59cc6"",""REC:0d56110938452adb05edb003ef752b8ba098810388200d85a5e2e44968a79b0d"",""REC:1a8103a54399fcea072098cb1226eac0653d9089582f6f6baa9c6857473d92d1"",""REC:33493a4c3d108b0d43c4fc1a7cf358d09db6f2dd727717d68a5edd29de9e404c"",""REC:369bfbb5eca23ddc323beb9a20205386be560ed1412ea18b22da24c030ee2868"",""REC:3c2f72709ccedd489b07508e1b7d3b74dac5ce44d45e5f1ac2977f3649d91fce"",""REC:5ff2de2a46648f2640345cf38037548c72ba223e405707c45bc42fe1ec8e72bc"",""REC:6eb10f17643841496e334b5225336bbeaedf59eaed40926144b4e11dc8802287"",""REC:a8b1b68fe7cdb9ac04d785f9332de63022802213763cebf5fdfcc9aba93c3ea2"",""REC:b57d80bdf023b3cee48e4c5446674dc68ce9ed1b67f4d4d7d9f1d3edabe68214""]","[""NEGATIVE"",""Negative""]",0,10,0,0,false,multiple_clear_same_label
CMP:RDZLKXCXRNVKER-UHFFFAOYSA-N,external,1,"[""REC:31e8e7862612957cd56027a7729a7cf664a375dadd5a78a4f2729d8d6964d9a2""]",[],0,0,1,0,false,single_record
CMP:RDZYFFPVANHPCJ-UHFFFAOYSA-N,external,1,"[""REC:72941fee80f0e6760a2d2eb94464c3cb2a22b08f7ea80faf6a3a334d7d46334f""]",[],0,0,1,0,false,single_record
CMP:REAKWIQVJUHNOX-UHFFFAOYSA-N,external,2,"[""REC:11959d1d663683b3e0d57571a3fd09a404f3d38f5c81b292dfebb74603c02c2c"",""REC:8ac3896bcd32b90f80a5b185021c2709a2e189b78803fd3c5158352e2ae40626""]","[""POSITIVE""]",2,0,0,0,false,multiple_clear_same_label
CMP:RECUKUPTGUEGMW-UHFFFAOYSA-N,external,1,"[""REC:af8fa5e3965eafe3cf65cecb978d0e33c571d8337342d02712695578db22681a""]",[],0,0,1,0,false,single_record
CMP:REEZZSHJLXOIHL-UHFFFAOYSA-N,external,1,"[""REC:431042dc1060abc6777d63cd5f003efe009bbd5aa8009a36be6850836cde3d84""]",[],0,0,1,0,false,single_record
CMP:REFJWTPEDVJJIY-UHFFFAOYSA-N,development,26,"[""REC:0448876d5db7db56e3701443eb5fd6535c53c60006971577ce9354db982f1d69"",""REC:0c26d163ac220c8d68cc0527961ed4096c402770444553c1dbe47f27561b608c"",""REC:176921725bd9e8bc2605336192ec5771a030aac6ec116399c2fa1afdd631ca98"",""REC:38d37ada2e436035c0344031c7de109837c73c4d3fa101000b679ab2263504fe"",""REC:48d220e7b04f28d073d76d2fd7e316c4481b47ab4907e743c0d1c3fbbf84fe07"",""REC:4cdea8e3ce515a4eb3e75b5a2f6f3f2494d20b3ae23766fe7ba621d759dc25da"",""REC:53e787fd8c55c1bb093ee889bb5f06f20270bfd015303d45f88d9805cb464f19"",""REC:6201ef3c9c43587de31ff0a2cdf3bd77b4c6513623e2876d118c52b71c5069ac"",""REC:6e3eb085f143716bc0d371072d950ce6138c3660e7d905b4cda12c93a53447d7"",""REC:7bc71d965ddc35afc58e84795dd2dd8849ca1ea8c77ea2745bdcbf614f85ca1a"",""REC:7d28ca1e55286fb71b5ac9493c4bc27289aa6c96f943b273bd104aae3c1867d5"",""REC:806c24873d147368e97474c324d7fb72f72daaa218e931ffbca376eb7bc13223"",""REC:9fbc2e769d19fdc730dcb1da162b1a97f8768bbca1f29ad30727e17c961a0608"",""REC:a30dd3d90d2c1e2ccc4d356eab393dd8136da2db3e8227f0ac5945e87a382727"",""REC:a36675687769909c36c47f34f50f4e049baa83e3c12f4ab7bc4ea9a0a3f28a9b"",""REC:a6b7810e8ea84fbffdf3888582fb5563069f25f782c2fb1d92077b0bd9748015"",""REC:ae837336f9d8b9b2d0fc6e73196268480ec1aeb33ef221fb2a49d6234d26d9ea"",""REC:be9318f57d8990e02afddd54f67cdb31e196207d9cf6a396487c01b48a6384e0"",""REC:c12a03a6191cb46470092129fe7bc249d66d10b97ed9479a0ae49d19ef9ab4d1"",""REC:c8bd39bf5b8463de8379e0be74da93df6da6dea12fea4d2d9bf5468a1e88fa13"",""REC:d6a4baf872eb44c57587e8ac5da37d0f662526d734907ffddc6768947a380221"",""REC:e3c537a103c8116b30bb1a7d253c72b78a5aa60fbbd04437bd5609998aef822c"",""REC:e6a37762ae2e048152662f87305e4ae66a28e3992406b10683a403b652f6b89a"",""REC:e8d97ea3ec04464aba92bc5bd2a810d0c0c0a1f5144c8358e6c9ddce117b4674"",""REC:e9ff8a6ee8bc3c571190de0b1543d263aadcb1c03e144b0bd5ef3230ced01ab6"",""REC:ffb72fc8752ab452a63b6eb61a9ac253193a04b99808daf76d6e167ba6352292""]","[""+"",""-"",""0"",""p""]",4,13,9,0,false,multiple_clear_conflicting
CMP:REFJWTPEDVJJIY-UHFFFAOYSA-N,external,6,"[""REC:0df2d5df82afb3b9970ba18e4498d06617aefcc6303f91b157c250759a9cedb1"",""REC:351e4741c3f2a8a430bf70c3155b8c6e5f3bfade1b73944fe7111415684a3300"",""REC:4db32aedb15bb462987f782548735855a2e91bc68fcb792cc78cc65572068795"",""REC:583256e9d39ee7d804ba821620dbb3f747090d9b1b3e9033b3f39f81c0dbb859"",""REC:71a1b6673e6af68022ca7dd20cd4374dcd0d9fa99f54ac7a3b97bc3234205400"",""REC:be85aaa002306a696bdbed001087ab0bd28617ca5e6ac6109a831b47da9d3445""]","[""NEGATIVE"",""POSITIVE""]",1,5,0,0,false,multiple_clear_conflicting
CMP:REFUCZDQFDBMIC-UHFFFAOYSA-N,external,2,"[""REC:212f61939bc081bd9c5d84ec77c24470304a5b1f24362702aa041146174a0b7d"",""REC:bed4308048deef23bea5ae38acddfc0b24a4241bb1c04fa29ca29ccd8b4edf1b""]","[""POSITIVE""]",2,0,0,0,false,multiple_clear_same_label
CMP:REHONNLQRWTIFF-UHFFFAOYSA-N,external,5,"[""REC:587012fa53a9d452f86d644233b6bfe8a0c38e91a90ee04becd601e548196950"",""REC:5a8a84356b9e24b1efc75aa6d63d8616d227c0a8ac8dd47c8e2685333321232e"",""REC:9bb6cb6073a3a1a95ca0c8992a376d02055c339a99e8243fbbb39decccbdaf0e"",""REC:9dfb480a326402901c375bc001341c2088b5b94ad7eb62e7485a6cb58384974c"",""REC:c53af83d927602ae30fea17e798012846bdf6c1bcb1d1760d6529412645707eb""]","[""NEGATIVE"",""POSITIVE"",""POSITIVE; HIGHEST DOSE ONLY""]",3,1,1,0,false,multiple_clear_conflicting
CMP:REJHVSOVQBJEBF-UHFFFAOYSA-N,external,1,"[""REC:ee5383ac8dd3453ef352218d4b72e5475a66101b47a4d90d007b4cc2457ca2c2""]",[],0,0,1,0,false,single_record
CMP:RELMFMZEBKVZJC-UHFFFAOYSA-N,external,1,"[""REC:acfc30795a10cab17c78c01c77274ac9018cd1de608e68225028a5d9d7f8987a""]",[],0,0,1,0,false,single_record
CMP:RENMDAKOXSCIGH-UHFFFAOYSA-N,external,1,"[""REC:9872f790016107694147ed41e5032eadfde7e5e246c09dedb2c4abbe8b51b279""]",[],0,0,1,0,false,single_record
CMP:REQIUGALNFLDSJ-SNAWJCMRSA-N,external,1,"[""REC:ec230b1977566f9248263aa707dba089781a4a43a264774273265b47d474c356""]",[],0,0,1,0,false,single_record
CMP:REQPQFUJGGOFQL-UHFFFAOYSA-N,development,12,"[""REC:16bfc3ce4ae3428b11413f227e64ea59b9bc8676a32583ca6129173fd618ba14"",""REC:2531bd766235105dabb3a1c82a851a2828773621a3c74318a46dfa0b53a2aa78"",""REC:37612628803e333a25d3d2a335bfd1eee4de767e150861ce9638eef8a6aca064"",""REC:3d04fe207bc441ee389ec28f04131476f1a7f5ad061a04da815042eb024ffd2c"",""REC:56a8cc2e89dc92e4223cdeaa9fc4dcb819523405ccbac5707db7402fb1569e8a"",""REC:587ca8b1bb67897f869dde179da34d2ce5d0afb985eb70f40ff5018d11ffa5f0"",""REC:5bd8d202975ebc1ec6c1fcce151b266fe3f32c3011144764811fb3509cd7465e"",""REC:a61681cb2197b5d3dfb74ac2fe6cbccc2717af3c6f4ff0bdce7f9fa3f119562d"",""REC:b0f91ee93a93e8eb549e355f89962220d554b49e9501c49b7e0d20cb9c2131f6"",""REC:b836fe6a7c8879143175c9cabcc24d33033b118c51b68b09832c23b9d62e717c"",""REC:cc97bfe5ad9fe31de5504b2e8ed8ff9cc2569dbacd478116802a139832209e93"",""REC:da343a28b9e9be7fb05ee94015c2a1bcce9ed92df2fd12bdb963dfe88d23122a""]","[""-""]",0,12,0,0,false,multiple_clear_same_label
CMP:RERIXDWNXBOEON-UHFFFAOYSA-N,external,1,"[""REC:51b113f59bc19a0a9ce681df430e8ebda902e0ba3eeaacda7ab2a5df6a15baa1""]",[],0,0,1,0,false,single_record
CMP:RESKVBRHSNTJNG-UHFFFAOYSA-N,external,2,"[""REC:ca119a4eea31909189c3c4bc1b2a43ea677e0154afeb249eea0977cb1d46bda2"",""REC:d65606ce30ccf808336a659bf120019d68fa99ef6077738c08dd6cc529e3f683""]","[""POSITIVE""]",2,0,0,0,false,multiple_clear_same_label
CMP:RESTWAHJFMZUIZ-UHFFFAOYSA-N,external,1,"[""REC:a5e6a8abda5cbb30346e67c8c0004fcba892da2a783b8f221584cfd2df191fb0""]",[],0,0,1,0,false,single_record
CMP:REXUYBKPWIPONM-UHFFFAOYSA-N,external,1,"[""REC:f93cae383cbdad5bd93a928e6fb992d7369e4ca06e8668b65b531a7494b412e5""]",[],0,0,1,0,false,single_record
CMP:REYJJPSVUYRZGE-UHFFFAOYSA-N,external,1,"[""REC:d7331c46a0fe56ee72983119a5abe9f873fa5c38afed7ed2b5e219a04e322c71""]",[],0,0,1,0,false,single_record
CMP:RFFFKMOABOFIDF-UHFFFAOYSA-N,external,1,"[""REC:d79a8fcf2152fcc05fb9545f947d1f54ea2eb505f5623fe27739625f3d8182b8""]",[],0,0,1,0,false,single_record
CMP:RFFLAFLAYFXFSW-UHFFFAOYSA-N,development,14,"[""REC:11d50802dc00813ae10cca1d640fbb984a707770248e74c280f90eda8cd91c95"",""REC:18204444b322ee32fe0cc0496e0bc9827b1e6e3bcc89b9f328cd4350247a054c"",""REC:1a08a8f219d603d11ccf76cec0ca46fbb0db3c52c759c7f8aeaa2c5bacf683dc"",""REC:1d5a34993438c42c67bfe641ac91a3b35e95310671d3351716548ba0c47399f3"",""REC:203dcaad6b66d982cbe38db1aa7cc8c3f4fe5ea32f3caca174eda7d85139d38e"",""REC:218d3a32cc40d6c73cc988d33dd333d0ebf932a2e6562fbb66265fb92a14f1bc"",""REC:25dc010717460f6f01cd3f929d0639242717a1693d1d8e6b9d9839d72c5efe24"",""REC:53ff794f631fdb6cd32c65854edef4b5c6bffc4582802a7bebd55e9a77a6051b"",""REC:678be828db13e3ed1c48f5d2f93deb9fa79fb7f5873ec327c0378b8942e6a6eb"",""REC:69d92d3ff9897a269c11cde55f7232d70d12a24156d4b6f028956c21bab95e87"",""REC:b52f95990ec377c708b2ae71cd88fa6095e6bbbcdf8983374a18cd279ccce5a7"",""REC:bf67c4d02bedcabeefae8902e025c1c7beaa2d8c22b2b6d588b018e47439535d"",""REC:f57c1ce703637ce3fd50a44375d60d1bc83ed4c2348315121bc2b3371778957f"",""REC:fd0584fb8709e66b1c97f9d3c71508d1c57f8ddf46d7bd9bd0edd57282dc762b""]","[""-"",""0"",""D (Not classifiable as to human carcinogenicity)""]",0,4,10,0,false,multiple_clear_with_nonbinary
CMP:RFFLAFLAYFXFSW-UHFFFAOYSA-N,external,4,"[""REC:076adcf44ba16aaf2efe50164076fbdfff52755d026e843c346a3ba189069025"",""REC:dab44a100992fe114efea0bb69a09999511a740b3d30909ed98d36a57f4088f8"",""REC:e0730695ac3b2cc25a22602b431d655404d3809faf86eaa9a73e5e369c8316a1"",""REC:e08fd737cc9aa29edd4160f0ab12091c64a9dc476d60d5f2b5a2e4b588d6c29d""]","[""NEGATIVE""]",0,4,0,0,false,multiple_clear_same_label
CMP:RFHANMXMEWVVPW-UHFFFAOYSA-N,external,1,"[""REC:d3c5afeca87de35d1d6dc7be06b7ad59ec21fedc51b47c54104e75f40794a02f""]",[],0,0,1,0,false,single_record
CMP:RFHAOTPXVQNOHP-UHFFFAOYSA-N,development,17,"[""REC:0cdc54b63e7f6c506ad59e47222596fefeb68eedbe85e982e17c0208848b07f9"",""REC:1857558d9299eec0074c4dbfd4824ac5666f14aca17320bcea25dfcf4f746f3f"",""REC:285f2220d37fec03f07beecc1e058574f2e292bb029219b7c27535fd37d13b9e"",""REC:476a91d6c7f98e4fb326fee405da83345ccbf6e6a01cb8fee2be763f029f74f2"",""REC:4bb26cc61a99dd08b6597a08265b9750e54866141aaeeef2571078314e025e41"",""REC:50b7b36eaed519089c40f0c83f21a705875a49959f0d46414168b45061ce03e0"",""REC:6f8d22465c06376d34f85d1386e1f30817c8445586a371156e4527ed12c8bb05"",""REC:919480ff8755b3eadd5e76e524dd1cd92cec32c4bbbf7223bf6a817a93b4202f"",""REC:923af698eb0d908a30d7da0dede5b9bf08908c6e71595253f12e5455c97ce189"",""REC:a26fb3e6c0a8944ffc6115ce9060058a603fd10e43ab5fdc011599ae338ecb54"",""REC:b1853694d00040d9d030c91a3930871f3d35461ad08d1dafd639ba84facfa41c"",""REC:d0af8f41f79377b6b1d3d8ba3a6f3a4eaf4f81a9e398bd98ba20106c599b5ac4"",""REC:d26864affd7de849a7a3eed88ea58679dfcbd714fe7078ade4949b82daa0ae60"",""REC:e317884d0214cd235fc5ab5c6dcfb9358f20897318bd4080ebf88d860c2d4a64"",""REC:ec5af8072e6a4d70c136a14582453db8482f8610f5d128aa49728c9230badc9c"",""REC:f22d2ec5cbf315886c844fb3fd907beab28cccebbc72d5f72b94f6a413b21e39"",""REC:f89573b6886e5d90266c94b47b4ae5e8c50992b8e6fbddf4761ee9eb977b1c39""]","[""+"",""-"",""0""]",1,15,1,0,false,multiple_clear_conflicting
CMP:RFHAOTPXVQNOHP-UHFFFAOYSA-N,external,2,"[""REC:9d088507d39d915538103fc5bc9c009dbf2c1972b60ff8bab82e6e51ddd71a18"",""REC:d45503566872bfb851a453deebd428c5530eec631067f906dad11ee0cb84ea23""]","[""NEGATIVE"",""POSITIVE""]",1,1,0,0,false,multiple_clear_conflicting
CMP:RFJIAAZMIODMAF-UHFFFAOYSA-N,external,1,"[""REC:7d76b97085002c2444b3ceaeb0c1c80732a8ffd31b8d3c7808d1bdc9d01c7717""]",[],0,0,1,0,false,single_record
CMP:RFKMCNOHBTXSMU-UHFFFAOYSA-N,external,1,"[""REC:6e5a827c29e1ab5157526c1a7961cb6346ba7e5446d3f5393be2a55d4239332f""]",[],0,0,1,0,false,single_record
CMP:RFPCGVSSBBBMGS-UHFFFAOYSA-N,external,1,"[""REC:f92cfd24002509e0c357817030556a2713924f6ddc774ee0eb4b84ce2a6e6663""]",[],0,0,1,0,false,single_record
CMP:RFTLRARXCLEDBA-UHFFFAOYSA-N,development,11,"[""REC:19d5656467b536cdd8531ba15a8e187d538b5d6696061af137b0e4dcbe459a72"",""REC:24caa0db341482b31788cf386f67d6daa2258dc910b583d062329ebb71ca3dfc"",""REC:272a800cef77d9848cda6678ee6788a67e88be855e9170f559f463b8cdefb366"",""REC:4c79f21a41430a49f9df4e5bfd52a41e7a005c8e902cf15c4ef93ac14e30faca"",""REC:5649eea3cbaab730ad12ac6f09ff5d4b7f1514d7da9cda5b557cba26f274b5f3"",""REC:5b31bf1307cc3b27a001ca259ea10429ca7ab829cde688c293c1aec5d7859f67"",""REC:78c9ef7d297a171452b45b9e454d35ae63c43f422beaaa38ed71fde589f31dc4"",""REC:96be3a2d88c9019c7d654526c1bdf464e1bb52fda7b9e8c7b1db8bc2b881d5e0"",""REC:b1c81ffe537ef2c04f21fc8a258cdcca444c774d139e4a0e1d64dc5dbdeec646"",""REC:b6bc485d0facde57ca60323c67c094abec540905e71ed45ae6982d6a3d8d893d"",""REC:f3140ab6c68cad74e14e9f1a750095e794be3cafde2f9344e9ed01942c8b03e1""]","[""+"",""0""]",7,0,4,0,false,multiple_clear_with_nonbinary
CMP:RFTLRARXCLEDBA-UHFFFAOYSA-N,external,1,"[""REC:8c83f3f75563cc53c86136afa105af9c4d917016804e67cf8c545dcb6cfcff40""]","[""POSITIVE""]",1,0,0,0,false,single_record
CMP:RFUAMQCKKXWCFF-UHFFFAOYSA-N,external,1,"[""REC:176321bc765b11471b9b1e98d1dc16f55f9edb60c468d20bc5082c9905246e1e""]",[],0,0,1,0,false,single_record
CMP:RFVBTMAHKTUIBO-UHFFFAOYSA-N,external,1,"[""REC:7077b46407350b3495f58bd5a4a751c6d69029da9a8a1835c2fa96308e207d03""]",[],0,0,1,0,false,single_record
CMP:RFVTVWCEUKOOFY-UHFFFAOYSA-N,external,1,"[""REC:2d0ba6073dbed8caba87dcd01c8bd3d8957d06de94f997c631d12935c0f95c98""]",[],0,0,1,0,false,single_record
CMP:RGCLLPNLLBQHPF-HJWRWDBZSA-N,external,4,"[""REC:4474d7ab8030bb880acab6f9cfb69babd846a4eeedb367822d6158248b74bf01"",""REC:a0b45dc63e63e09498165f8d8bc6842e50989fb6f80dc4b897854887a9c1cbd8"",""REC:aed88d5348c3bf0915c448b7019b70e38f6c63da482993ade839bf5a70cfacfc"",""REC:d9b7efe21fa681e5432130e5b1a99f4f18729a3c3f4e706d87f5b296001d3168""]","[""EQUIVOCAL"",""NEGATIVE""]",0,2,2,0,false,multiple_clear_with_nonbinary
CMP:RGCLLPNLLBQHPF-UHFFFAOYSA-N,development,12,"[""REC:39c7c3a07e463f26af5934bb6e89d17e474f7fa1a73025f1223dcd28e28816fe"",""REC:6794e64dc25dc310c7194e38527f3c467f720541385127ac6a0e79c75a84386b"",""REC:702e2492ccc91135526a76e77228ac947674d96a3f679fdec8a98a469f1bfa49"",""REC:72d47554b2743cce241bca746b3dd3b573a7ea4b2a04a26474a15a2be9214a94"",""REC:73076cbeb2fdbe393497e56f3a003d307566ae434d1a0b81226cf6d3db22812f"",""REC:9826d15a4675fd1c7aa79e5ad952fafe316d5d59c7920cd1336d81460c0b8ec1"",""REC:9c766b7b85d50faba68b8845ddb4aba03102658fe2c398b3eaa4fb6040edebeb"",""REC:aad73bc98d447817435b2e1828fc17ed1fc6c86e6bb9691da772fdad6ea2a3fd"",""REC:b893aa85a911dac6c2c2461b3cf95ecf37c9f23ad359f4163d55af367f1b2291"",""REC:cc7fb4818ce861abb6efd13f5781e09084cf988010eaf15f24b4ea4e0604df92"",""REC:d58a283348e08e52f8e180197e8e61773c9a12911839ec26aba7195246f5f990"",""REC:dcd99d565b2ac0fe603fae64905df8ea351bc455a06f416a8680e1134a9d689e""]","[""-"",""0""]",0,2,10,0,false,multiple_clear_with_nonbinary
CMP:RGGOJLKORFRSHP-ZMEIFNLPSA-N,external,1,"[""REC:6715591eb7a6ea7796e58ef24a649cb5d1217da18354811309d8cb5545d1256a""]","[""POSITIVE""]",1,0,0,0,false,single_record
CMP:RGHHSNMVTDWUBI-UHFFFAOYSA-N,external,1,"[""REC:f8f9a7d2c6008f99ae4d935b41c34c9c811da330b034b32afe40128e8a36db49""]",[],0,0,1,0,false,single_record
CMP:RGIBXDHONMXTLI-UHFFFAOYSA-N,external,1,"[""REC:e4b4e6555e1cb496a4260820ccabeb3932e818ab191c6b9bd71d6c5971688079""]",[],0,0,1,0,false,single_record
CMP:RGRZSVDHEQPAMK-UHFFFAOYSA-N,external,1,"[""REC:37a7df587dbd4946ec77f8a47156195512ea6e701e28c13906b7c9c44902ddd4""]",[],0,0,1,0,false,single_record
CMP:RGTXVXDNHPWPHH-UHFFFAOYSA-N,external,1,"[""REC:935ab2705337c613bd6e7cd533d40429ece23cd4e4ee1f67d4bcea6b6e8249b0""]",[],0,0,1,0,false,single_record
CMP:RGVZBZRCVPGHPP-XWJHKTRCSA-N,external,1,"[""REC:3babb8094baf942e9ebd99cb3d85d8418203f539958670f681de63d7abecc47f""]",[],0,0,1,0,false,single_record
CMP:RGYAGKVUDLVFOW-FMQUCBEESA-N,external,1,"[""REC:d694d44781b66cb7412dab3bdae1d59c90a78d88ac056874b9f0ea475cc8a687""]",[],0,0,1,0,false,single_record
CMP:RGYLYUZOGHTBRF-BIHRQFPBSA-N,external,1,"[""REC:dffa84db0b68ada392256ce51acaae0f9f1d4c5bd8a34bd952f18306646e3856""]",[],0,0,1,0,false,single_record
CMP:RGZSQWQPBWRIAQ-CABCVRRESA-N,external,1,"[""REC:50e8b8815b338600c631f61fcc30f4f487cf647ba56793b1fab9c8e3e607cd6d""]",[],0,0,1,0,false,single_record
CMP:RHGQIWVTIHZRLI-DCXZOGHSSA-N,external,1,"[""REC:6324b811f5af48e0b2d0d363dd19e585858757e1ec248dcad38e9816f766d189""]",[],0,0,1,0,false,single_record
CMP:RHLVCLIPMVJYKS-UHFFFAOYSA-N,external,1,"[""REC:b8142e22d510e7c3f6b1e73b457274f76eddfea2b40df2ff00e9c9ce20d48a1a""]",[],0,0,1,0,false,single_record
CMP:RHLXKNKGQYNPCQ-UHFFFAOYSA-N,external,1,"[""REC:3acd42a95705eeeb19172f4bc5069544287a4289eee2bd51880b8bda4c00ae61""]",[],0,0,1,0,false,single_record
CMP:RHMPLDJJXGPMEX-UHFFFAOYSA-N,external,1,"[""REC:248eac4c2e4b0d962b26b75c1bda8fc1ac755eada8e0e8ad74a1f129e1ade962""]",[],0,0,1,0,false,single_record
CMP:RHMXXJGYXNZAPX-UHFFFAOYSA-N,development,13,"[""REC:02613d010d6bbd0c6a21362bba23796fe3d627579e2b5cafc91f7242e3b193ef"",""REC:1b920a4aefbddb33bcf48febc512cef0b1b7a5352bcd44f967bd7acd051dfd42"",""REC:1d7b66bd45cc922fcd5109450107b7c8b477dfc9ca815acbbaea6ef50aa85388"",""REC:2684fe6bce624869337be3b600e22507967a74057875f09e36088872cf9f627d"",""REC:4cbf43ba83eb16a698de5db550967a5408914c6fca45fe7fcb2224b347f0ba6c"",""REC:601b540ca557737abc0f648c195cd7e1efb04cdc2877b77cdfcbb7666e870aaf"",""REC:62fd18f110c2259e0e27ede82a4a3641290ce9fa57c379644ca7e891079c6b1b"",""REC:6b66d9d38d85c4964a5ad3b01b8a2eb2344840264267600e24979fd9935cb80d"",""REC:a4ffb15d1720cbfa7ab58878d1b84c7d982aaee3823440900709756240752bd2"",""REC:a8bd6533ac5103e297b5f916b0a2508d728cc7e3a99c24b0e48cf64eb313f055"",""REC:c156b3479bd3f2391277bd163d6f5df2ff5bb0a15b89e72c6eeaaca637d5e1e1"",""REC:c22510834836fbb0e2604fc59c14da97d28a1538b8c9de8b6aeb28bb7864a113"",""REC:f7419429acc6749b039e6d6b84666c94d7136fb0b02e2ca02bddfc8b8e153415""]","[""-"",""0"",""e""]",0,2,11,0,false,multiple_clear_with_nonbinary
CMP:RHMXXJGYXNZAPX-UHFFFAOYSA-N,external,4,"[""REC:1bb409618722a82b401154aea0e98553eb874257225e1581a7241fd20f802342"",""REC:3bc532f96dab81b1a259282b2dcf599f45046b8d80bbc7c8cd952a491053fe69"",""REC:7d68426b06ead7448ec1ced7bcb4d37f768f73a9532ca7fcaf8ee1f350ee563c"",""REC:8fbeb6dcfec5b839ee452dfa3bb58c24a856c84e2fc10a133f4de46b685f31db""]","[""EQUIVOCAL"",""NEGATIVE""]",0,2,2,0,false,multiple_clear_with_nonbinary
