comparison_scope,compound_id_a,dataset_role_a,compound_id_b,dataset_role_b,relation_type,similarity,label_a,label_b,label_relation
external,CMP:GLDOVTGHNKAZLK-UHFFFAOYSA-N,external,CMP:MWKFXSUHUHTGQN-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:GLDOVTGHNKAZLK-UHFFFAOYSA-N,external,CMP:NOPFSRXAKWQILS-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:GLDOVTGHNKAZLK-UHFFFAOYSA-N,external,CMP:XFRVVPUIAFSTFO-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:GMGGMXJWIUFFNB-UHFFFAOYSA-N,external,CMP:GZPLNLYPOUPYOX-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:GNQWQZMHMUGYLJ-UHFFFAOYSA-N,external,CMP:JJKYRRHUUQGNFG-UHFFFAOYSA-N,external,high_similarity,0.90196078431372551,,,not_comparable
external,CMP:GPIRWWPRDKGKPS-UHFFFAOYSA-N,external,CMP:SPUUWWRWIAEPDB-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:GRNATAWQTZDBFV-UHFFFAOYSA-N,external,CMP:SGNWFFATVZVHNF-UHFFFAOYSA-N,external,high_similarity,1,0,,not_comparable
external,CMP:GRUOGLPIAPZLHJ-UHFFFAOYSA-N,external,CMP:VJNWEQGIPZMBMA-UHFFFAOYSA-N,external,high_similarity,0.85185185185185186,,,not_comparable
external,CMP:GRUOGLPIAPZLHJ-UHFFFAOYSA-N,external,CMP:XTHYKVRNGUYFOS-UHFFFAOYSA-N,external,high_similarity,0.85185185185185186,,,not_comparable
external,CMP:GRUOGLPIAPZLHJ-UHFFFAOYSA-N,external,CMP:YBYYJVWCELMDBH-UHFFFAOYSA-N,external,high_similarity,0.85185185185185186,,,not_comparable
external,CMP:GRWFGVWFFZKLTI-IUCAKERBSA-N,external,CMP:GRWFGVWFFZKLTI-RKDXNWHRSA-N,external,same_connectivity,,,,not_comparable
external,CMP:GRWFGVWFFZKLTI-IUCAKERBSA-N,external,CMP:GRWFGVWFFZKLTI-RKDXNWHRSA-N,external,stereo_variant,,,,not_comparable
external,CMP:GRWFGVWFFZKLTI-IUCAKERBSA-N,external,CMP:GRWFGVWFFZKLTI-RKDXNWHRSA-N,external,tautomer_related,,,,not_comparable
external,CMP:GSDSWSVVBLHKDQ-JTQLQIEISA-N,external,CMP:GSDSWSVVBLHKDQ-SNVBAGLBSA-N,external,high_similarity,0.8545454545454545,,,not_comparable
external,CMP:GSDSWSVVBLHKDQ-JTQLQIEISA-N,external,CMP:GSDSWSVVBLHKDQ-SNVBAGLBSA-N,external,same_connectivity,,,,not_comparable
external,CMP:GSDSWSVVBLHKDQ-JTQLQIEISA-N,external,CMP:GSDSWSVVBLHKDQ-SNVBAGLBSA-N,external,stereo_variant,,,,not_comparable
external,CMP:GSDSWSVVBLHKDQ-JTQLQIEISA-N,external,CMP:GSDSWSVVBLHKDQ-SNVBAGLBSA-N,external,tautomer_related,,,,not_comparable
external,CMP:GSDSWSVVBLHKDQ-JTQLQIEISA-N,external,CMP:GSDSWSVVBLHKDQ-UHFFFAOYSA-N,external,high_similarity,0.8545454545454545,,,not_comparable
external,CMP:GSDSWSVVBLHKDQ-JTQLQIEISA-N,external,CMP:GSDSWSVVBLHKDQ-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:GSDSWSVVBLHKDQ-JTQLQIEISA-N,external,CMP:GSDSWSVVBLHKDQ-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:GSDSWSVVBLHKDQ-JTQLQIEISA-N,external,CMP:GSDSWSVVBLHKDQ-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:GSDSWSVVBLHKDQ-SNVBAGLBSA-N,external,CMP:GSDSWSVVBLHKDQ-UHFFFAOYSA-N,external,high_similarity,0.8545454545454545,,,not_comparable
external,CMP:GSDSWSVVBLHKDQ-SNVBAGLBSA-N,external,CMP:GSDSWSVVBLHKDQ-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:GSDSWSVVBLHKDQ-SNVBAGLBSA-N,external,CMP:GSDSWSVVBLHKDQ-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:GSDSWSVVBLHKDQ-SNVBAGLBSA-N,external,CMP:GSDSWSVVBLHKDQ-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:GSTWSMBPFZRZGT-DYESRHJHSA-N,external,CMP:GSTWSMBPFZRZGT-UWJYYQICSA-N,external,same_connectivity,,0,1,opposite
external,CMP:GSTWSMBPFZRZGT-DYESRHJHSA-N,external,CMP:GSTWSMBPFZRZGT-UWJYYQICSA-N,external,stereo_variant,,0,1,opposite
external,CMP:GSTWSMBPFZRZGT-DYESRHJHSA-N,external,CMP:GSTWSMBPFZRZGT-UWJYYQICSA-N,external,tautomer_related,,0,1,opposite
external,CMP:GTBGXKPAKVYEKJ-UHFFFAOYSA-N,external,CMP:GYDSPAVLTMAXHT-UHFFFAOYSA-N,external,high_similarity,0.95833333333333337,,,not_comparable
external,CMP:GTBGXKPAKVYEKJ-UHFFFAOYSA-N,external,CMP:LNCPIMCVTKXXOY-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:GTBGXKPAKVYEKJ-UHFFFAOYSA-N,external,CMP:NZIDBRBFGPQCRY-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:GULVFSMZESEJBN-UHFFFAOYSA-N,external,CMP:RSYSOIMXRBSJQJ-UHFFFAOYSA-N,external,high_similarity,0.9285714285714286,,,not_comparable
external,CMP:GULVFSMZESEJBN-UHFFFAOYSA-N,external,CMP:WETGLJBXPSYGIK-UHFFFAOYSA-N,external,high_similarity,0.8571428571428571,,,not_comparable
external,CMP:GUMSHIGGVOJLBP-SLRPQMTOSA-N,external,CMP:QUQPHWDTPGMPEX-QJBIFVCTSA-N,external,high_similarity,0.91549295774647887,0,,not_comparable
external,CMP:GUOSQNAUYHMCRU-UHFFFAOYSA-N,external,CMP:PBLZLIFKVPJDCO-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:GUOSQNAUYHMCRU-UHFFFAOYSA-N,external,CMP:SLXKOJJOQWFEFD-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:GUZQAKDCZSMXGS-UHFFFAOYSA-N,external,CMP:KTBMNVXAXVLZKK-UHFFFAOYSA-N,external,high_similarity,0.91304347826086951,,,not_comparable
external,CMP:GUZQAKDCZSMXGS-UHFFFAOYSA-N,external,CMP:QBHRVJNBKGTANH-UHFFFAOYSA-N,external,high_similarity,0.8936170212765957,,,not_comparable
external,CMP:GVJHHUAWPYXKBD-IEOSBIPESA-N,external,CMP:GVJHHUAWPYXKBD-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:GVJHHUAWPYXKBD-IEOSBIPESA-N,external,CMP:GVJHHUAWPYXKBD-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:GVJHHUAWPYXKBD-IEOSBIPESA-N,external,CMP:GVJHHUAWPYXKBD-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:GVUGOAYIVIDWIO-UFWWTJHBSA-N,external,CMP:VBEQCZHXXJYVRD-GACYYNSASA-N,external,high_similarity,0.85561497326203206,,,not_comparable
external,CMP:GYDSPAVLTMAXHT-UHFFFAOYSA-N,external,CMP:LNCPIMCVTKXXOY-UHFFFAOYSA-N,external,high_similarity,0.95833333333333337,,,not_comparable
external,CMP:GYDSPAVLTMAXHT-UHFFFAOYSA-N,external,CMP:NZIDBRBFGPQCRY-UHFFFAOYSA-N,external,high_similarity,0.95833333333333337,,,not_comparable
external,CMP:GYDSPAVLTMAXHT-UHFFFAOYSA-N,external,CMP:SOGAXMICEFXMKE-UHFFFAOYSA-N,external,high_similarity,0.875,,,not_comparable
external,CMP:GYHFUZHODSMOHU-UHFFFAOYSA-N,external,CMP:JARKCYVAAOWBJS-UHFFFAOYSA-N,external,high_similarity,0.9375,,,not_comparable
external,CMP:GZMAAYIALGURDQ-UHFFFAOYSA-N,external,CMP:SFNALCNOMXIBKG-UHFFFAOYSA-N,external,high_similarity,0.94999999999999996,,,not_comparable
external,CMP:GZWUPGMOUUIRGP-GFMRDNFCSA-N,external,CMP:IQLOZXJKXPSORQ-ATJXCDBQSA-N,external,high_similarity,0.87755102040816324,,,not_comparable
external,CMP:GZWUPGMOUUIRGP-GFMRDNFCSA-N,external,CMP:WMJVWLNDLKRREM-XDOYNYLZSA-N,external,high_similarity,0.87234042553191493,,,not_comparable
external,CMP:HAFFKTJSQPQAPC-BDAKNGLRSA-N,external,CMP:HAFFKTJSQPQAPC-DTWKUNHWSA-N,external,same_connectivity,,,,not_comparable
external,CMP:HAFFKTJSQPQAPC-BDAKNGLRSA-N,external,CMP:HAFFKTJSQPQAPC-DTWKUNHWSA-N,external,stereo_variant,,,,not_comparable
external,CMP:HAFFKTJSQPQAPC-BDAKNGLRSA-N,external,CMP:HAFFKTJSQPQAPC-DTWKUNHWSA-N,external,tautomer_related,,,,not_comparable
external,CMP:HAFFKTJSQPQAPC-BDAKNGLRSA-N,external,CMP:HAFFKTJSQPQAPC-IUCAKERBSA-N,external,same_connectivity,,,,not_comparable
external,CMP:HAFFKTJSQPQAPC-BDAKNGLRSA-N,external,CMP:HAFFKTJSQPQAPC-IUCAKERBSA-N,external,stereo_variant,,,,not_comparable
external,CMP:HAFFKTJSQPQAPC-BDAKNGLRSA-N,external,CMP:HAFFKTJSQPQAPC-IUCAKERBSA-N,external,tautomer_related,,,,not_comparable
external,CMP:HAFFKTJSQPQAPC-DTWKUNHWSA-N,external,CMP:HAFFKTJSQPQAPC-IUCAKERBSA-N,external,same_connectivity,,,,not_comparable
external,CMP:HAFFKTJSQPQAPC-DTWKUNHWSA-N,external,CMP:HAFFKTJSQPQAPC-IUCAKERBSA-N,external,stereo_variant,,,,not_comparable
external,CMP:HAFFKTJSQPQAPC-DTWKUNHWSA-N,external,CMP:HAFFKTJSQPQAPC-IUCAKERBSA-N,external,tautomer_related,,,,not_comparable
external,CMP:HBGGXOJOCNVPFY-UHFFFAOYSA-N,external,CMP:ZVFDTKUVRCTHQE-UHFFFAOYSA-N,external,high_similarity,1,0,,not_comparable
external,CMP:HCAPYAKTGHZBKU-DBXWQHBBSA-N,external,CMP:HCAPYAKTGHZBKU-UEXGIBASSA-N,external,same_connectivity,,,,not_comparable
external,CMP:HCAPYAKTGHZBKU-DBXWQHBBSA-N,external,CMP:HCAPYAKTGHZBKU-UEXGIBASSA-N,external,stereo_variant,,,,not_comparable
external,CMP:HCAPYAKTGHZBKU-DBXWQHBBSA-N,external,CMP:HCAPYAKTGHZBKU-UEXGIBASSA-N,external,tautomer_related,,,,not_comparable
external,CMP:HCAUQPZEWLULFJ-UHFFFAOYSA-N,external,CMP:ZKWHSGRDDNYNAN-UHFFFAOYSA-N,external,high_similarity,0.91666666666666663,0,,not_comparable
external,CMP:HCLJOFJIQIJXHS-UHFFFAOYSA-N,external,CMP:LEJBBGNFPAFPKQ-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:HDEPBBATNLJTLO-UHFFFAOYSA-N,external,CMP:QCWHWSHWDMNXAP-UHFFFAOYSA-N,external,high_similarity,0.86956521739130432,,,not_comparable
external,CMP:HELXLJCILKEWJH-NCGAPWICSA-N,external,CMP:QSRAJVGDWKFOGU-WBXIDTKBSA-N,external,high_similarity,0.91139240506329111,,,not_comparable
external,CMP:HELXLJCILKEWJH-NCGAPWICSA-N,external,CMP:UEDUENGHJMELGK-HYDKPPNVSA-N,external,high_similarity,0.90540540540540537,,0,not_comparable
external,CMP:HFACYLZERDEVSX-UHFFFAOYSA-N,external,CMP:JZIAOTUERDUSJC-UHFFFAOYSA-N,external,high_similarity,1,1,,not_comparable
external,CMP:HFACYLZERDEVSX-UHFFFAOYSA-N,external,CMP:QBSMHWVGUPQNJJ-UHFFFAOYSA-N,external,high_similarity,1,1,,not_comparable
external,CMP:HFDVRLIODXPAHB-UHFFFAOYSA-N,external,CMP:PJLHTVIBELQURV-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:HFDVRLIODXPAHB-UHFFFAOYSA-N,external,CMP:VQOXUMQBYILCKR-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:HGMCWLNLXMIMEQ-UHFFFAOYSA-N,external,CMP:QVWJMXQQFRQGHC-UHFFFAOYSA-N,external,high_similarity,0.88888888888888884,,,not_comparable
external,CMP:HHCWEYIZCWPGCS-UHFFFAOYSA-N,external,CMP:KKTUEFLBKSWCII-UHFFFAOYSA-N,external,high_similarity,0.92307692307692313,,,not_comparable
external,CMP:HHIMHPSTBORQAB-UHFFFAOYSA-N,external,CMP:VPTNFOBUFBZZFO-UHFFFAOYSA-N,external,high_similarity,0.87234042553191493,,,not_comparable
external,CMP:HJFOOUMUEFZBDQ-UHFFFAOYSA-N,external,CMP:QPWPODQCWFCWKS-UHFFFAOYSA-N,external,high_similarity,0.89130434782608692,,,not_comparable
external,CMP:HLBLWEWZXPIGSM-UHFFFAOYSA-N,external,CMP:JCRRFJIVUPSNTA-UHFFFAOYSA-N,external,high_similarity,1,1,,not_comparable
external,CMP:HMMGMWAXVFQUOA-UHFFFAOYSA-N,external,CMP:HTDJPCNNEPUOOQ-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:HMMGMWAXVFQUOA-UHFFFAOYSA-N,external,CMP:XMSXQFUHVRWGNA-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:HMRCUZKZSWJZCY-UHFFFAOYSA-N,external,CMP:UDBRORAOPVVTME-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:HOBAELRKJCKHQD-QNEBEIHSSA-N,external,CMP:OYHQOLUKZRVURQ-HZJYTTRNSA-N,external,high_similarity,1,,,not_comparable
external,CMP:HOBAELRKJCKHQD-QNEBEIHSSA-N,external,CMP:VZCCETWTMQHEPK-QNEBEIHSSA-N,external,high_similarity,0.96153846153846156,,,not_comparable
external,CMP:HOBAELRKJCKHQD-QNEBEIHSSA-N,external,CMP:YZXBAPSDXZZRGB-DOFZRALJSA-N,external,high_similarity,0.88888888888888884,,,not_comparable
external,CMP:HOBAELRKJCKHQD-QNEBEIHSSA-N,external,CMP:ZQPPMHVWECSIRJ-KTKRTIGZSA-N,external,high_similarity,0.88461538461538458,,0,not_comparable
external,CMP:HRUJAEJKCNCOGW-UHFFFAOYSA-N,external,CMP:RWPICVVBGZBXNA-UHFFFAOYSA-N,external,high_similarity,0.88235294117647056,,0,not_comparable
external,CMP:HSSJYSJXBOCKQM-LXNCCRCLSA-N,external,CMP:LOSNTJHBTWBJCC-OOVOOHTRSA-N,external,high_similarity,0.92000000000000004,,,not_comparable
external,CMP:HTDJPCNNEPUOOQ-UHFFFAOYSA-N,external,CMP:XMSXQFUHVRWGNA-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:HTTNJQAFJLVWCN-GSVOUGTGSA-N,external,CMP:HTTNJQAFJLVWCN-UHFFFAOYSA-N,external,same_connectivity,,,,not_comparable
external,CMP:HTTNJQAFJLVWCN-GSVOUGTGSA-N,external,CMP:HTTNJQAFJLVWCN-UHFFFAOYSA-N,external,stereo_variant,,,,not_comparable
external,CMP:HTTNJQAFJLVWCN-GSVOUGTGSA-N,external,CMP:HTTNJQAFJLVWCN-UHFFFAOYSA-N,external,tautomer_related,,,,not_comparable
external,CMP:HTTNJQAFJLVWCN-GSVOUGTGSA-N,external,CMP:HTTNJQAFJLVWCN-VKHMYHEASA-N,external,same_connectivity,,,,not_comparable
external,CMP:HTTNJQAFJLVWCN-UHFFFAOYSA-N,external,CMP:HTTNJQAFJLVWCN-VKHMYHEASA-N,external,same_connectivity,,,,not_comparable
external,CMP:HVFMPBVKLPHTAE-VOZUREBFSA-N,external,CMP:HVFMPBVKLPHTAE-ZKVVCRCRSA-N,external,same_connectivity,,,,not_comparable
external,CMP:HVFMPBVKLPHTAE-VOZUREBFSA-N,external,CMP:HVFMPBVKLPHTAE-ZKVVCRCRSA-N,external,stereo_variant,,,,not_comparable
external,CMP:HVFMPBVKLPHTAE-VOZUREBFSA-N,external,CMP:HVFMPBVKLPHTAE-ZKVVCRCRSA-N,external,tautomer_related,,,,not_comparable
external,CMP:HWSSEYVMGDIFMH-UHFFFAOYSA-N,external,CMP:LTHJXDSHSVNJKG-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:HWSSEYVMGDIFMH-UHFFFAOYSA-N,external,CMP:STVZJERGLQHEKB-UHFFFAOYSA-N,external,high_similarity,0.84999999999999998,,,not_comparable
external,CMP:HWSSEYVMGDIFMH-UHFFFAOYSA-N,external,CMP:XFCMNSHQOZQILR-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:HXCILVUBKWANLN-UHFFFAOYSA-N,external,CMP:VYYRJGKHDDYUGK-UHFFFAOYSA-N,external,high_similarity,0.88571428571428568,,,not_comparable
external,CMP:HYNWUPUJMIJKMW-UHFFFAOYSA-N,external,CMP:PJRCZCIGJNIRQK-UHFFFAOYSA-N,external,high_similarity,0.89655172413793105,0,,not_comparable
external,CMP:HYNWUPUJMIJKMW-UHFFFAOYSA-N,external,CMP:PYZVVHPEDWRKME-UHFFFAOYSA-N,external,high_similarity,0.96296296296296291,0,,not_comparable
external,CMP:HZGMNNQOPOLCIG-UHFFFAOYSA-N,external,CMP:RNICURKFVSAHLQ-UHFFFAOYSA-N,external,high_similarity,0.92000000000000004,,,not_comparable
external,CMP:IBODDUNKEPPBKW-UHFFFAOYSA-N,external,CMP:ULTHEAFYOOPTTB-UHFFFAOYSA-N,external,high_similarity,0.875,,,not_comparable
external,CMP:IEKOTSCYBBDIJC-UHFFFAOYSA-N,external,CMP:QNQZBKQEIFTHFZ-UHFFFAOYSA-N,external,high_similarity,0.8867924528301887,,,not_comparable
external,CMP:IFCBMPOMNSORDG-UHFFFAOYSA-N,external,CMP:JKCATVQPENLMQJ-UHFFFAOYSA-N,external,high_similarity,0.89473684210526316,,,not_comparable
external,CMP:IFLREYGFSNHWGE-UHFFFAOYSA-N,external,CMP:MWPLVEDNUUSJAV-UHFFFAOYSA-N,external,high_similarity,0.90909090909090906,,,not_comparable
external,CMP:IHGPEUQKUIKKIR-UHFFFAOYSA-N,external,CMP:KLLCUFCZOSHJRP-UHFFFAOYSA-N,external,high_similarity,1,1,1,same
external,CMP:IHGPEUQKUIKKIR-UHFFFAOYSA-N,external,CMP:KSFCDINBDBFFSI-UHFFFAOYSA-N,external,high_similarity,0.94999999999999996,1,,not_comparable
external,CMP:IHGPEUQKUIKKIR-UHFFFAOYSA-N,external,CMP:QPUKANZXOGADOB-UHFFFAOYSA-N,external,high_similarity,1,1,1,same
external,CMP:IHGPEUQKUIKKIR-UHFFFAOYSA-N,external,CMP:REAKWIQVJUHNOX-UHFFFAOYSA-N,external,high_similarity,1,1,1,same
external,CMP:IHQDGXUYTSZGOG-UHFFFAOYSA-N,external,CMP:YIBXPFAXPUDDTK-UHFFFAOYSA-N,external,high_similarity,0.95454545454545459,,,not_comparable
external,CMP:IJKBFKGHBSORFS-HPTNQIKVSA-N,external,CMP:YSTRWQVEZGVBLR-VGBVRHCVSA-N,external,high_similarity,0.90410958904109584,,1,not_comparable
external,CMP:IMIZVPSPWHGFCM-UHFFFAOYSA-N,external,CMP:WZCVHTPFJLPWLU-UHFFFAOYSA-N,external,high_similarity,0.93333333333333335,,,not_comparable
external,CMP:IOHJQSFEAYDZGF-UHFFFAOYSA-N,external,CMP:MPGABYXKKCLIRW-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:IOHJQSFEAYDZGF-UHFFFAOYSA-N,external,CMP:NJWSNNWLBMSXQR-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:IOHJQSFEAYDZGF-UHFFFAOYSA-N,external,CMP:QBJWYMFTMJFGOL-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:IOIMWLSSNSWJLN-SWRVQFMMSA-N,external,CMP:IOIMWLSSNSWJLN-YVDNJGTBSA-N,external,same_connectivity,,,,not_comparable
external,CMP:IOIMWLSSNSWJLN-SWRVQFMMSA-N,external,CMP:IOIMWLSSNSWJLN-YVDNJGTBSA-N,external,stereo_variant,,,,not_comparable
external,CMP:IOIMWLSSNSWJLN-SWRVQFMMSA-N,external,CMP:IOIMWLSSNSWJLN-YVDNJGTBSA-N,external,tautomer_related,,,,not_comparable
external,CMP:IOIMWLSSNSWJLN-YVDNJGTBSA-N,external,CMP:MRAWZMBYWHVOEU-MPLKWBRTSA-N,external,high_similarity,0.85185185185185186,,,not_comparable
external,CMP:IOJJROABOOBBCJ-OALUTQOASA-N,external,CMP:LEBUMELHEOWISN-OALUTQOASA-N,external,high_similarity,1,,,not_comparable
external,CMP:IPCSVZSSVZVIGE-UHFFFAOYSA-N,external,CMP:MNWFXJYAOYHMED-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:IPCSVZSSVZVIGE-UHFFFAOYSA-N,external,CMP:POULHZVOKOAJMA-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:IPCSVZSSVZVIGE-UHFFFAOYSA-N,external,CMP:QIQXTHQIDYTFRH-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:IPCSVZSSVZVIGE-UHFFFAOYSA-N,external,CMP:TUNFSRHWOTWDNC-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:IPCSVZSSVZVIGE-UHFFFAOYSA-N,external,CMP:WWZKQHOCKIZLMA-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:IPUPASGXCCCXGQ-PBRMLXTFSA-N,external,CMP:XICZVSPUDPNBAU-FREGQCQZSA-N,external,high_similarity,0.93865030674846628,,,not_comparable
external,CMP:IQVHSWJRWVEDQP-UHFFFAOYSA-N,external,CMP:UYKUFJXADUOEKW-UHFFFAOYSA-N,external,high_similarity,0.90000000000000002,1,1,same
external,CMP:IRIRZXBJGMURSX-UHFFFAOYSA-N,external,CMP:WIAULBKJEJHCOJ-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:ISAGWVHNBWLXLM-UHFFFAOYSA-N,external,CMP:QPWPODQCWFCWKS-UHFFFAOYSA-N,external,high_similarity,0.85416666666666663,,,not_comparable
external,CMP:ISBHMJZRKAFTGE-ARJAWSKDSA-N,external,CMP:ISBHMJZRKAFTGE-ONEGZZNKSA-N,external,same_connectivity,,,,not_comparable
external,CMP:ISBHMJZRKAFTGE-ARJAWSKDSA-N,external,CMP:ISBHMJZRKAFTGE-ONEGZZNKSA-N,external,stereo_variant,,,,not_comparable
external,CMP:ISBHMJZRKAFTGE-ARJAWSKDSA-N,external,CMP:ISBHMJZRKAFTGE-ONEGZZNKSA-N,external,tautomer_related,,,,not_comparable
external,CMP:ITPXXHNVFVJOTN-FMQUCBEESA-N,external,CMP:NNAOTQQRYPJRGP-VHEBQXMUSA-N,external,high_similarity,0.86046511627906974,,,not_comparable
external,CMP:ITSAMNNCNDYIJR-UHFFFAOYSA-N,external,CMP:KAQLRXMJTBTBCX-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:IXAZAWBLHKNAOT-UBHSHLNASA-N,external,CMP:IXAZAWBLHKNAOT-XBFCOCLRSA-N,external,same_connectivity,,,,not_comparable
external,CMP:IXAZAWBLHKNAOT-UBHSHLNASA-N,external,CMP:IXAZAWBLHKNAOT-XBFCOCLRSA-N,external,stereo_variant,,,,not_comparable
external,CMP:IXAZAWBLHKNAOT-UBHSHLNASA-N,external,CMP:IXAZAWBLHKNAOT-XBFCOCLRSA-N,external,tautomer_related,,,,not_comparable
external,CMP:IYBJQHDVCSKJLO-UHFFFAOYSA-N,external,CMP:MUEZPZYBMMFYRX-UHFFFAOYSA-N,external,high_similarity,0.86956521739130432,,,not_comparable
external,CMP:IYLYJEVXGMHMFS-IAGOWNOFSA-N,external,CMP:JRWVCWTYUGBNOH-IAGOWNOFSA-N,external,high_similarity,0.89189189189189189,,,not_comparable
external,CMP:IYWGJSFCCSCHNC-XDOYNYLZSA-N,external,CMP:WMJVWLNDLKRREM-XDOYNYLZSA-N,external,high_similarity,0.86956521739130432,,,not_comparable
external,CMP:IZEJVMKOAQHEAS-UHFFFAOYSA-N,external,CMP:QMLGNDFKJAFKGZ-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:IZUPBVBPLAPZRR-UHFFFAOYSA-N,external,CMP:STOSPPMGXZPHKP-UHFFFAOYSA-N,external,high_similarity,0.90000000000000002,,,not_comparable
external,CMP:JACMPVXHEARCBO-UHFFFAOYSA-N,external,CMP:PXSXRABJBXYMFT-UHFFFAOYSA-N,external,high_similarity,0.9285714285714286,,,not_comparable
external,CMP:JAHUHVVHFLBQSP-UHFFFAOYSA-N,external,CMP:PICLONITXUFGCE-UHFFFAOYSA-N,external,high_similarity,0.89830508474576276,,,not_comparable
external,CMP:JEJSKWJSZPSXEQ-UHFFFAOYSA-N,external,CMP:PHCULDKKNGSNJS-UHFFFAOYSA-N,external,high_similarity,1,,,not_comparable
external,CMP:JETLZXHGARHGBN-UHFFFAOYSA-N,external,CMP:QNTGEBRZCVJWRZ-UHFFFAOYSA-N,external,high_similarity,0.90697674418604646,,,not_comparable
external,CMP:JFARWEWTPMAQHW-DHZHZOJOSA-N,external,CMP:QMHDTKUBDZUMNH-IZZDOVSWSA-N,external,high_similarity,0.86206896551724133,,,not_comparable
external,CMP:JHWGFJBTMHEZME-UHFFFAOYSA-N,external,CMP:XAMCLRBWHRRBCN-UHFFFAOYSA-N,external,high_similarity,0.94736842105263153,,,not_comparable
external,CMP:JIJLUTYMYCGIPG-UHFFFAOYSA-N,external,CMP:QDCYNNFGMVNKEX-UHFFFAOYSA-N,external,high_similarity,0.88571428571428568,,,not_comparable
external,CMP:JKZWMSHRWLYMOD-ARQDHWQXSA-N,external,CMP:JKZWMSHRWLYMOD-AZGQCCRYSA-N,external,same_connectivity,,1,1,same
external,CMP:JKZWMSHRWLYMOD-ARQDHWQXSA-N,external,CMP:JKZWMSHRWLYMOD-AZGQCCRYSA-N,external,stereo_variant,,1,1,same
external,CMP:JKZWMSHRWLYMOD-ARQDHWQXSA-N,external,CMP:JKZWMSHRWLYMOD-AZGQCCRYSA-N,external,tautomer_related,,1,1,same
external,CMP:JKZWMSHRWLYMOD-ARQDHWQXSA-N,external,CMP:JKZWMSHRWLYMOD-SLPGGIOYSA-N,external,same_connectivity,,1,0,opposite
external,CMP:JKZWMSHRWLYMOD-ARQDHWQXSA-N,external,CMP:JKZWMSHRWLYMOD-SLPGGIOYSA-N,external,stereo_variant,,1,0,opposite
external,CMP:JKZWMSHRWLYMOD-ARQDHWQXSA-N,external,CMP:JKZWMSHRWLYMOD-SLPGGIOYSA-N,external,tautomer_related,,1,0,opposite
external,CMP:JKZWMSHRWLYMOD-AZGQCCRYSA-N,external,CMP:JKZWMSHRWLYMOD-SLPGGIOYSA-N,external,same_connectivity,,1,0,opposite
external,CMP:JKZWMSHRWLYMOD-AZGQCCRYSA-N,external,CMP:JKZWMSHRWLYMOD-SLPGGIOYSA-N,external,stereo_variant,,1,0,opposite
external,CMP:JKZWMSHRWLYMOD-AZGQCCRYSA-N,external,CMP:JKZWMSHRWLYMOD-SLPGGIOYSA-N,external,tautomer_related,,1,0,opposite
